"fb_sci_name";"FB_nas";"FB_Importance";"FB_IUCN";"FB_UsedasBait";"FB_UsedforAquaculture";"FB_PriceCateg";"FB_Aquarium_I";"FB_Aquarium_II"
"Bodianus rufus";75;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Bodianus scrofa";91;"minor commercial";"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Bodianus unimaculatus";205;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Bolbometopon muricatum";78;"commercial";"VU";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Boops boops";65;"highly commercial";"LC";"usually";"never/rarely";"high";NA;NA
"Boopsoidea inornata";118;"minor commercial";"LC";"occasionally";"never/rarely";"very high";"never/rarely";NA
"Boreogadus saida";61;"highly commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Bothragonus occidentalis";223;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Bovichtus angustifrons";130;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Bovichtus argentinus";234;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Brachaluteres jacksonianus";221;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Brachionichthys hirsutus";133;NA;"CR";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Brachygenys chrysargyreum";87;"minor commercial";"LC";"usually";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Brachygenys jessiae";105;NA;"VU";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Brachyistius frenatus";101;NA;"DD";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Bryaninops amplus";107;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Bryaninops erythrops";123;NA;"LC";NA;NA;"very high";NA;NA
"Bryaninops natans";112;NA;"NT";NA;NA;"very high";"commercial";"based mainly on capture"
"Bryaninops nexus";127;NA;"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Bryaninops yongei";206;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Caesio caerulaurea";87;"commercial";"LC";"occasionally";"never/rarely";"medium";"never/rarely";NA
"Caesio cuning";93;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caesio lunaris";94;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caesio striata";95;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caesio suevica";97;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caesio teres";90;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caesio varilineata";95;"minor commercial";"LC";"occasionally";"never/rarely";"medium";"never/rarely";NA
"Caesio xanthonota";95;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caesioperca lepidoptera";111;NA;"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Caesioperca rasor";217;"commercial";"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Caesioscorpis theagenes";233;NA;"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Caffrogobius nudiceps";225;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Calamus bajonado";99;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Calamus brachysomus";106;"commercial";"LC";NA;"never/rarely";"medium";NA;NA
"Calamus calamus";104;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Calamus pennatula";92;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Calamus taurinus";121;"commercial";"NT";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Callanthias australis";124;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Calliclinus geniguttatus";132;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Callionymus comptus";239;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Callionymus lyra";81;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Calloplesiops altivelis";96;NA;"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Calotomus carolinus";90;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Calotomus japonicus";204;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Calotomus spinidens";96;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Calotomus viridescens";120;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Cantherhines dumerilii";107;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Cantherhines fronticinctus";114;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Cantherhines longicaudus";224;NA;"DD";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Cantherhines macrocerus";103;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Cantherhines pardalis";111;"minor commercial";"LC";"never/rarely";"never/rarely";"high";NA;NA
"Cantherhines pullus";101;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Cantherhines sandwichiensis";120;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Cantheschenia grandisquamis";224;NA;"DD";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Canthidermis maculata";101;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Canthidermis sufflamen";96;"commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Canthigaster amboinensis";104;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Canthigaster axiologus";216;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Canthigaster bennetti";99;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster callisterna";215;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster capistrata";105;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster coronata";101;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Canthigaster cyanetron";239;NA;"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster epilampra";108;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster figueiredoi";110;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Canthigaster jactator";105;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Canthigaster janthinoptera";104;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Canthigaster marquesensis";235;NA;"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster papua";204;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster punctatissima";105;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster rapaensis";245;NA;"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster rivulata";116;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Canthigaster rostrata";88;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Canthigaster sanctaehelenae";238;NA;"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster smithae";213;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Canthigaster valentini";96;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Caprodon longimanus";95;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";" "
"Caracanthus maculatus";118;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Caracanthus typicus";222;NA;"NT";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Caracanthus unipinna";110;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Carangoides bajad";82;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Carangoides chrysophrys";82;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Carangoides ferdau";82;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Carangoides fulvoguttatus";82;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Carangoides gymnostethus";97;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Carangoides plagiotaenia";99;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caranx bartholomaei";84;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Caranx caballus";88;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Caranx caninus";84;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Caranx crysos";63;"minor commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";" "
"Caranx ignobilis";66;"commercial";"LC";"never/rarely";"commercial";"high";"public aquariums";"based mainly on capture"
"Caranx lugubris";72;"minor commercial";"LC";"never/rarely";"commercial";"high";"never/rarely";" "
"Caranx melampygus";71;"commercial";"LC";"never/rarely";"commercial";"high";"public aquariums";"based mainly on capture"
"Caranx papuensis";89;"minor commercial";"LC";"never/rarely";"commercial";"high";"never/rarely";NA
"Caranx sexfasciatus";67;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Caulolatilus princeps";101;"commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Centroberyx affinis";92;"commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Centroberyx gerrardi";211;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Centroberyx lineatus";117;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Centrogenys vaigiensis";120;"minor commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Centrolabrus exoletus";93;"of no interest";"LC";"never/rarely";"never/rarely";NA;"public aquariums";NA
"Centrolabrus melanocercus";93;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Centropogon australis";123;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Centropyge acanthops";111;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Centropyge argi";93;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge bicolor";90;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge bispinosa";107;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge eibli";116;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge ferrugata";108;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge fisheri";109;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge flavissima";97;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge heraldi";114;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge hotumatua";221;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge joculator";118;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge loriculus";110;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge multispinis";115;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge nox";113;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Centropyge tibicen";100;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Cephalopholis argus";77;"commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Cephalopholis boenak";77;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Cephalopholis cruentata";75;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";"based mainly on capture"
"Cephalopholis cyanostigma";96;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis formosa";98;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis fulva";64;"commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Cephalopholis hemistiktos";70;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis leopardus";92;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis microprion";96;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis miniata";78;"commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Cephalopholis panamensis";91;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";" "
"Cephalopholis sexmaculata";88;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis sonnerati";86;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis spiloparaea";97;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Cephalopholis urodeta";87;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"potential";"based mainly on capture"
"Cetoscarus bicolor";89;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Chaenopsis schmitti";245;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Chaetodermis penicilligerus";222;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Chaetodipterus faber";84;"minor commercial";"LC";"never/rarely";"commercial";"medium";"public aquariums";" "
"Chaetodipterus zonatus";105;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Chaetodon adiergastos";102;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon andamanensis";115;NA;"DD";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Chaetodon argentatus";101;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon assarius";107;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";"based mainly on capture"
"Chaetodon aureofasciatus";100;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon auriga";85;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon auripes";96;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon austriacus";97;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon baronessa";88;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon bennetti";97;"minor commercial";"DD";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon capistratus";88;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon citrinellus";80;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon collare";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon decussatus";109;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon dolosus";108;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon ephippium";88;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon falcula";96;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon fasciatus";103;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon flavirostris";98;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon guentheri";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon guttatissimus";107;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon humeralis";92;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon interruptus";205;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Chaetodon kleinii";85;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon lineolatus";91;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon litus";218;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon lunula";93;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon lunulatus";93;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Chaetodon madagaskariensis";108;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Chaetodon marleyi";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
